AT1G04110,has,serine-type endopeptidase activity,GO:0004252,F,hydrolase activity,
AT1G04645,involved in,rejection of self pollen,GO:0060320,P,cell communication,
AT1G04645,involved in,rejection of self pollen,GO:0060320,P,other cellular processes,
AT1G04645,involved in,rejection of self pollen,GO:0060320,P,reproduction,
AT1G04645,has,molecular_function,GO:0003674,F,unknown molecular functions,
AT1G04645,involved in,rejection of self pollen,GO:0060320,P,pollination,
AT1G04645,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G04650,functions in,protein binding,GO:0005515,F,protein binding,
AT1G04650,involved in,negative regulation of reciprocal meiotic recombination,GO:0045128,P,reproduction,
AT1G04650,has,negative regulation of reciprocal meiotic recombination,GO:0045128,P,cell cycle,
AT1G04650,involved in,negative regulation of reciprocal meiotic recombination,GO:0045128,P,cellular component organization,
AT1G04650,has,negative regulation of reciprocal meiotic recombination,GO:0045128,P,nucleobase-containing compound metabolic process,
AT1G04650,has,negative regulation of reciprocal meiotic recombination,GO:0045128,P,other metabolic processes,
AT1G04650,involved in,negative regulation of reciprocal meiotic recombination,GO:0045128,P,nucleobase-containing compound metabolic process,
AT1G04650,has,negative regulation of reciprocal meiotic recombination,GO:0045128,P,other cellular processes,
AT1G04650,has,negative regulation of reciprocal meiotic recombination,GO:0045128,P,cellular component organization,
AT1G04650,involved in,negative regulation of reciprocal meiotic recombination,GO:0045128,P,other cellular processes,
AT1G04650,located in,cellular_component,GO:0005575,C,unknown cellular components,
AT1G04650,functions in,protein self-association,GO:0043621,F,protein binding,
AT1G04650,has,negative regulation of reciprocal meiotic recombination,GO:0045128,P,reproduction,
AT1G04650,involved in,negative regulation of reciprocal meiotic recombination,GO:0045128,P,DNA metabolic process,
AT1G04650,involved in,negative regulation of reciprocal meiotic recombination,GO:0045128,P,other metabolic processes,
AT1G04650,involved in,negative regulation of reciprocal meiotic recombination,GO:0045128,P,cell cycle,
AT1G04650,has,negative regulation of reciprocal meiotic recombination,GO:0045128,P,DNA metabolic process,
AT1G04730,involved in,sister chromatid cohesion,GO:0007062,P,other cellular processes,
AT1G04730,located in,nucleus,GO:0005634,C,nucleus,
AT1G04730,involved in,sister chromatid cohesion,GO:0007062,P,cell cycle,
AT1G04730,involved in,sister chromatid cohesion,GO:0007062,P,cell cycle,
AT1G04730,involved in,sister chromatid cohesion,GO:0007062,P,cellular component organization,
AT1G04730,located in,nucleus,GO:0005634,C,nucleus,
AT1G04730,located in,nucleus,GO:0005634,C,nucleus,
AT1G04730,constituent of,replication fork,GO:0005657,C,other intracellular components,
AT1G04730,involved in,sister chromatid cohesion,GO:0007062,P,cellular component organization,
AT1G04730,located in,nucleus,GO:0005634,C,nucleus,
AT1G04730,involved in,sister chromatid cohesion,GO:0007062,P,other cellular processes,
AT1G05310,involved in,pectin catabolic process,GO:0045490,P,catabolic process,
AT1G05310,located in,cell wall,GO:0005618,C,cell wall,
AT1G05310,has,pectinesterase activity,GO:0030599,F,hydrolase activity,
AT1G05310,involved in,pectin catabolic process,GO:0045490,P,other cellular processes,
AT1G05310,involved in,pectin catabolic process,GO:0045490,P,other cellular processes,
AT1G05310,involved in,cell wall modification,GO:0042545,P,other cellular processes,
AT1G05310,involved in,cell wall modification,GO:0042545,P,cellular component organization,
AT1G05310,involved in,pectin catabolic process,GO:0045490,P,other metabolic processes,
AT1G05310,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G05310,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G05310,involved in,pectin catabolic process,GO:0045490,P,other metabolic processes,
AT1G05310,has,aspartyl esterase activity,GO:0045330,F,hydrolase activity,
AT1G05310,involved in,pectin catabolic process,GO:0045490,P,catabolic process,
AT1G05310,involved in,pectin catabolic process,GO:0045490,P,carbohydrate metabolic process,
AT1G05310,involved in,pectin catabolic process,GO:0045490,P,carbohydrate metabolic process,
AT1G05850,involved in,cell wall macromolecule catabolic process,GO:0016998,P,other metabolic processes,
AT1G05850,located in,Golgi apparatus,GO:0005794,C,Golgi apparatus,
AT1G05850,involved in,regulation of salicylic acid metabolic process,GO:0010337,P,other metabolic processes,
AT1G05850,involved in,cellulose biosynthetic process,GO:0030244,P,other cellular processes,
AT1G05850,involved in,root epidermal cell differentiation,GO:0010053,P,anatomical structure development,
AT1G05850,involved in,lignin biosynthetic process,GO:0009809,P,other metabolic processes,
AT1G05850,involved in,response to water deprivation,GO:0009414,P,response to stress,
AT1G05850,involved in,multidimensional cell growth,GO:0009825,P,cell growth,
AT1G05850,involved in,response to salt stress,GO:0009651,P,response to abiotic stimulus,
AT1G05850,involved in,cellulose biosynthetic process,GO:0030244,P,biosynthetic process,
AT1G05850,involved in,regulation of salicylic acid metabolic process,GO:0010337,P,other cellular processes,
AT1G05850,involved in,response to heat,GO:0009408,P,response to abiotic stimulus,
AT1G05850,involved in,chitin catabolic process,GO:0006032,P,other metabolic processes,
AT1G05850,involved in,response to heat,GO:0009408,P,response to stress,
AT1G05850,involved in,ethylene-activated signaling pathway,GO:0009873,P,response to endogenous stimulus,
AT1G05850,involved in,lignin biosynthetic process,GO:0009809,P,biosynthetic process,
AT1G05850,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G05850,involved in,ethylene-activated signaling pathway,GO:0009873,P,other cellular processes,
AT1G05850,involved in,regulation of carbohydrate biosynthetic process,GO:0043255,P,biosynthetic process,
AT1G05850,involved in,response to cytokinin,GO:0009735,P,response to endogenous stimulus,
AT1G05850,involved in,response to salt stress,GO:0009651,P,response to stress,
AT1G05850,involved in,cellulose biosynthetic process,GO:0030244,P,carbohydrate metabolic process,
AT1G05850,involved in,cell wall macromolecule catabolic process,GO:0016998,P,other cellular processes,
AT1G05850,involved in,lignin biosynthetic process,GO:0009809,P,other cellular processes,
AT1G05850,involved in,cellulose biosynthetic process,GO:0030244,P,other metabolic processes,
AT1G05850,involved in,root epidermal cell differentiation,GO:0010053,P,multicellular organism development,
AT1G05850,involved in,cell wall macromolecule catabolic process,GO:0016998,P,catabolic process,
AT1G05850,involved in,response to water deprivation,GO:0009414,P,response to abiotic stimulus,
AT1G05850,involved in,response to nitrate,GO:0010167,P,response to chemical,
AT1G05850,involved in,ethylene-activated signaling pathway,GO:0009873,P,response to chemical,
AT1G05850,involved in,regulation of carbohydrate biosynthetic process,GO:0043255,P,other metabolic processes,
AT1G05850,involved in,response to cytokinin,GO:0009735,P,response to chemical,
AT1G05850,involved in,response to water deprivation,GO:0009414,P,response to chemical,
AT1G05850,involved in,root epidermal cell differentiation,GO:0010053,P,cell differentiation,
AT1G05850,involved in,chitin catabolic process,GO:0006032,P,other cellular processes,
AT1G05850,involved in,ethylene-activated signaling pathway,GO:0009873,P,signal transduction,
AT1G05850,involved in,lignin biosynthetic process,GO:0009809,P,secondary metabolic process,
AT1G05850,involved in,regulation of carbohydrate biosynthetic process,GO:0043255,P,carbohydrate metabolic process,
AT1G05850,located in,apoplast,GO:0048046,C,extracellular region,
AT1G05850,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G05850,involved in,chitin catabolic process,GO:0006032,P,catabolic process,
AT1G05850,functions in,polysaccharide binding,GO:0030247,F,carbohydrate binding,
AT1G06280,involved in,biological_process,GO:0008150,P,unknown biological processes,
AT1G06280,located in,nucleus,GO:0005634,C,nucleus,
AT1G06620,located in,cytoplasm,GO:0005737,C,cytoplasm,
AT1G06620,has,metal ion binding,GO:0046872,F,other binding,
AT1G06620,located in,cytoplasm,GO:0005737,C,cytoplasm,
AT1G06620,has,dioxygenase activity,GO:0051213,F,catalytic activity,
AT1G06620,has,2-oxoglutarate-dependent dioxygenase activity,GO:0016706,F,catalytic activity,
AT1G06620,involved in,oxidation-reduction process,GO:0055114,P,other metabolic processes,
AT1G07270,involved in,DNA replication initiation,GO:0006270,P,other metabolic processes,
AT1G07270,located in,nucleus,GO:0005634,C,nucleus,
AT1G07270,located in,nucleus,GO:0005634,C,nucleus,
AT1G07270,involved in,mitotic DNA replication checkpoint,GO:0033314,P,other cellular processes,
AT1G07270,functions in,protein binding,GO:0005515,F,protein binding,
AT1G07270,involved in,mitotic cell cycle,GO:0000278,P,cell cycle,
AT1G07270,involved in,DNA replication initiation,GO:0006270,P,biosynthetic process,
AT1G07270,located in,nucleus,GO:0005634,C,nucleus,
AT1G07270,has,DNA replication origin binding,GO:0003688,F,DNA binding,
AT1G07270,involved in,cell division,GO:0051301,P,other cellular processes,
AT1G07270,involved in,DNA replication initiation,GO:0006270,P,other cellular processes,
AT1G07270,involved in,mitotic DNA replication checkpoint,GO:0033314,P,cell cycle,
AT1G07270,involved in,DNA replication initiation,GO:0006270,P,DNA metabolic process,
AT1G07300,involved in,biological_process,GO:0008150,P,unknown biological processes,
AT1G07300,has,molecular_function,GO:0003674,F,unknown molecular functions,
AT1G07300,located in,nucleus,GO:0005634,C,nucleus,
AT1G07300,located in,nucleus,GO:0005634,C,nucleus,
AT1G07750,functions in,zinc ion binding,GO:0008270,F,other binding,
AT1G07750,functions in,copper ion binding,GO:0005507,F,other binding,
AT1G07750,located in,Golgi apparatus,GO:0005794,C,Golgi apparatus,
AT1G07750,located in,cytosol,GO:0005829,C,cytosol,
AT1G07750,involved in,biological_process,GO:0008150,P,unknown biological processes,
AT1G07750,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G07750,located in,plasmodesma,GO:0009506,C,other cellular components,
AT1G07750,located in,cytosol,GO:0005829,C,cytosol,
AT1G07750,has,nutrient reservoir activity,GO:0045735,F,other molecular functions,
AT1G08410,located in,nucleolus,GO:0005730,C,nucleolus,
AT1G08410,involved in,cotyledon development,GO:0048825,P,reproduction,
AT1G08410,involved in,leaf development,GO:0048366,P,anatomical structure development,
AT1G08410,involved in,cotyledon development,GO:0048825,P,anatomical structure development,
AT1G08410,located in,cytosol,GO:0005829,C,cytosol,
AT1G08410,involved in,rRNA processing,GO:0006364,P,nucleobase-containing compound metabolic process,
AT1G08410,involved in,cotyledon development,GO:0048825,P,embryo development,
AT1G08410,has,hydrolase activity,GO:0016787,F,hydrolase activity,
AT1G08410,involved in,positive regulation of ribosome biogenesis,GO:0090070,P,other biological processes,
AT1G08410,located in,cytosol,GO:0005829,C,cytosol,
AT1G08410,functions in,ribosome binding,GO:0043022,F,other binding,
AT1G08410,involved in,ribosome biogenesis,GO:0042254,P,other biological processes,
AT1G08410,involved in,rRNA processing,GO:0006364,P,other metabolic processes,
AT1G08410,has,GTP binding,GO:0005525,F,other binding,
AT1G08410,involved in,leaf development,GO:0048366,P,multicellular organism development,
AT1G08410,involved in,cotyledon development,GO:0048825,P,multicellular organism development,
AT1G08410,involved in,cotyledon development,GO:0048825,P,post-embryonic development,
AT1G08410,involved in,regulation of auxin polar transport,GO:2000012,P,transport,
AT1G08410,has,GTP binding,GO:0005525,F,nucleotide binding,
AT1G08410,located in,nucleus,GO:0005634,C,nucleus,
AT1G08840,involved in,embryo development ending in seed dormancy,GO:0009793,P,embryo development,
AT1G08840,involved in,embryo development ending in seed dormancy,GO:0009793,P,post-embryonic development,
AT1G08840,located in,nucleus,GO:0005634,C,nucleus,
AT1G08840,located in,nucleus,GO:0005634,C,nucleus,
AT1G08840,involved in,embryo development ending in seed dormancy,GO:0009793,P,multicellular organism development,
AT1G08840,involved in,cellular response to DNA damage stimulus,GO:0006974,P,response to stress,
AT1G08840,located in,nucleus,GO:0005634,C,nucleus,
AT1G08840,involved in,embryo development ending in seed dormancy,GO:0009793,P,reproduction,
AT1G08840,involved in,meristem maintenance,GO:0010073,P,anatomical structure development,
AT1G08840,located in,nucleus,GO:0005634,C,nucleus,
AT1G08840,located in,nucleus,GO:0005634,C,nucleus,
AT1G08840,involved in,cellular response to DNA damage stimulus,GO:0006974,P,other cellular processes,
AT1G08840,involved in,embryo development ending in seed dormancy,GO:0009793,P,anatomical structure development,
AT1G08840,located in,nucleus,GO:0005634,C,nucleus,
AT1G09910,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G09910,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G09910,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G09910,has,lyase activity,GO:0016829,F,catalytic activity,
AT1G11580,involved in,negative regulation of translation,GO:0017148,P,protein metabolic process,
AT1G11580,involved in,pectin catabolic process,GO:0045490,P,other metabolic processes,
AT1G11580,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G11580,involved in,pectin catabolic process,GO:0045490,P,other cellular processes,
AT1G11580,has,toxin activity,GO:0090729,F,other molecular functions,
AT1G11580,involved in,response to bacterium,GO:0009617,P,response to external stimulus,
AT1G11580,located in,vacuolar membrane,GO:0005774,C,other membranes,
AT1G11580,involved in,negative regulation of translation,GO:0017148,P,translation,
AT1G11580,involved in,cell wall modification,GO:0042545,P,other cellular processes,
AT1G11580,involved in,cell wall modification,GO:0042545,P,cellular component organization,
AT1G11580,located in,vacuolar membrane,GO:0005774,C,vacuole,
AT1G11580,located in,membrane,GO:0016020,C,other membranes,
AT1G11580,involved in,defense response to fungus,GO:0050832,P,response to external stimulus,
AT1G11580,involved in,killing of cells of other organism,GO:0031640,P,other biological processes,
AT1G11580,involved in,response to bacterium,GO:0009617,P,response to biotic stimulus,
AT1G11580,located in,cytosol,GO:0005829,C,cytosol,
AT1G11580,involved in,negative regulation of translation,GO:0017148,P,biosynthetic process,
AT1G11580,involved in,defense response to fungus,GO:0050832,P,response to biotic stimulus,
AT1G11580,involved in,pectin catabolic process,GO:0045490,P,catabolic process,
AT1G11580,has,aspartyl esterase activity,GO:0045330,F,hydrolase activity,
AT1G11580,located in,vacuolar membrane,GO:0005774,C,cytoplasm,
AT1G11580,involved in,defense response to fungus,GO:0050832,P,response to stress,
AT1G11580,has,rRNA N-glycosylase activity,GO:0030598,F,catalytic activity,
AT1G11580,has,pectinesterase inhibitor activity,GO:0046910,F,enzyme regulator activity,
AT1G11580,involved in,negative regulation of translation,GO:0017148,P,other cellular processes,
AT1G11580,involved in,negative regulation of translation,GO:0017148,P,other metabolic processes,
AT1G11580,located in,cell wall,GO:0005618,C,cell wall,
AT1G11580,has,pectinesterase activity,GO:0030599,F,hydrolase activity,
AT1G11580,located in,vacuolar membrane,GO:0005774,C,other intracellular components,
AT1G11580,has,rRNA N-glycosylase activity,GO:0030598,F,hydrolase activity,
AT1G11580,involved in,pectin catabolic process,GO:0045490,P,carbohydrate metabolic process,
AT1G11600,involved in,oxidation-reduction process,GO:0055114,P,other metabolic processes,
AT1G11600,has,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",GO:0016709,F,catalytic activity,
AT1G11600,has,iron ion binding,GO:0005506,F,other binding,
AT1G11600,located in,plasma membrane,GO:0005886,C,plasma membrane,
AT1G11600,has,heme binding,GO:0020037,F,other binding,
AT1G11920,involved in,pectin catabolic process,GO:0045490,P,carbohydrate metabolic process,
AT1G11920,involved in,pectin catabolic process,GO:0045490,P,other cellular processes,
AT1G11920,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G11920,has,pectate lyase activity,GO:0030570,F,catalytic activity,
AT1G11920,involved in,pectin catabolic process,GO:0045490,P,other metabolic processes,
AT1G11920,has,metal ion binding,GO:0046872,F,other binding,
AT1G11920,has,lyase activity,GO:0016829,F,catalytic activity,
AT1G11920,involved in,pectin catabolic process,GO:0045490,P,catabolic process,
AT1G11950,located in,nucleus,GO:0005634,C,nucleus,
AT1G11950,involved in,histone H3-K9 demethylation,GO:0033169,P,cellular component organization,
AT1G11950,has,transcription regulatory region sequence-specific DNA binding,GO:0000976,F,DNA binding,
AT1G11950,located in,chromatin,GO:0000785,C,other intracellular components,
AT1G11950,has,chromatin DNA binding,GO:0031490,F,chromatin binding,
AT1G11950,located in,nucleus,GO:0005634,C,nucleus,
AT1G11950,located in,nucleus,GO:0005634,C,nucleus,
AT1G11950,involved in,histone H3-K9 demethylation,GO:0033169,P,cellular protein modification process,
AT1G11950,has,transcription regulatory region sequence-specific DNA binding,GO:0000976,F,nucleic acid binding,
AT1G11950,located in,nucleus,GO:0005634,C,nucleus,
AT1G11950,involved in,histone H3-K9 demethylation,GO:0033169,P,other metabolic processes,
AT1G11950,has,histone demethylase activity (H3-K9 specific),GO:0032454,F,catalytic activity,
AT1G11950,has,chromatin DNA binding,GO:0031490,F,DNA binding,
AT1G12000,has,diphosphate-fructose-6-phosphate 1-phosphotransferase activity,GO:0047334,F,kinase activity,
AT1G12000,involved in,fructose 6-phosphate metabolic process,GO:0006002,P,other metabolic processes,
AT1G12000,has,metal ion binding,GO:0046872,F,other binding,
AT1G12000,involved in,photosynthesis,GO:0015979,P,photosynthesis,
AT1G12000,located in,cytosol,GO:0005829,C,cytosol,
AT1G12000,has,diphosphate-fructose-6-phosphate 1-phosphotransferase activity,GO:0047334,F,transferase activity,
AT1G12000,has,ATP binding,GO:0005524,F,other binding,
AT1G12000,has,diphosphate-fructose-6-phosphate 1-phosphotransferase activity,GO:0047334,F,kinase activity,
AT1G12000,has,diphosphate-fructose-6-phosphate 1-phosphotransferase activity,GO:0047334,F,kinase activity,
AT1G12000,has,ATP binding,GO:0005524,F,nucleotide binding,
AT1G12000,has,diphosphate-fructose-6-phosphate 1-phosphotransferase activity,GO:0047334,F,transferase activity,
AT1G12000,has,diphosphate-fructose-6-phosphate 1-phosphotransferase activity,GO:0047334,F,transferase activity,
AT1G12000,involved in,fructose 6-phosphate metabolic process,GO:0006002,P,other cellular processes,
AT1G12000,involved in,response to glucose,GO:0009749,P,response to chemical,
AT1G12000,located in,cytosol,GO:0005829,C,cytosol,
AT1G12000,located in,cell wall,GO:0005618,C,cell wall,
AT1G12000,involved in,response to cadmium ion,GO:0046686,P,response to chemical,
AT1G12000,located in,cytoplasm,GO:0005737,C,cytoplasm,
AT1G12000,involved in,photosynthesis,GO:0015979,P,photosynthesis,
AT1G12000,located in,"pyrophosphate-dependent phosphofructokinase complex, beta-subunit complex",GO:0010318,C,other cellular components,
AT1G12000,located in,cytosol,GO:0005829,C,cytosol,
AT1G12310,located in,cytosol,GO:0005829,C,cytosol,
AT1G12310,located in,nucleus,GO:0005634,C,nucleus,
AT1G12310,located in,plasma membrane,GO:0005886,C,plasma membrane,
AT1G12310,located in,plasma membrane,GO:0005886,C,plasma membrane,
AT1G12310,located in,cytoplasm,GO:0005737,C,cytoplasm,
AT1G12310,has,calcium ion binding,GO:0005509,F,other binding,
AT1G12310,located in,nucleus,GO:0005634,C,nucleus,
AT1G12310,located in,cytosol,GO:0005829,C,cytosol,
AT1G12310,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G12530,involved in,biological_process,GO:0008150,P,unknown biological processes,
AT1G12530,located in,nucleus,GO:0005634,C,nucleus,
AT1G12530,has,molecular_function,GO:0003674,F,unknown molecular functions,
AT1G12672,located in,extracellular region,GO:0005576,C,extracellular region,
AT1G13440,involved in,glycolytic process,GO:0006096,P,other metabolic processes,
